protocol,arm,stage,opaque_token,public_trace,probe,probe_reply,grammar,score,session_call,detail
round_o_o5,no_probe_family_prior,fresh_test,O5-L7,violet,none,none,grammar_parity,0,4,evaluator_owned_score_after_commit
round_o_o5,no_probe_family_prior,budget_reject,O5-L7,violet,none,none,none,-1,5,persistent_session_budget_reject
round_o_o5,active_closed_loop,base,O5-X2,violet,none,none,none,-1,1,public_trace_only;opaque_fresh_token
round_o_o5,active_closed_loop,probe,O5-X2,violet,probe_right,1,none,-1,2,allowed_aggregate_reply
round_o_o5,active_closed_loop,commit,O5-X2,violet,none,none,grammar_cut,-1,3,public_grammar_frozen_before_evaluator_test
round_o_o5,active_closed_loop,fresh_test,O5-X2,violet,none,none,grammar_cut,1,4,evaluator_owned_score_after_commit
round_o_o5,active_closed_loop,budget_reject,O5-X2,violet,none,none,none,-1,5,persistent_session_budget_reject
round_o_o5,fixed_grammar_menu,base,O5-X2,violet,none,none,none,-1,1,public_trace_only;opaque_fresh_token
round_o_o5,fixed_grammar_menu,probe,O5-X2,violet,probe_left,0,none,-1,2,allowed_aggregate_reply
round_o_o5,fixed_grammar_menu,commit,O5-X2,violet,none,none,grammar_parity,-1,3,public_grammar_frozen_before_evaluator_test
round_o_o5,fixed_grammar_menu,fresh_test,O5-X2,violet,none,none,grammar_parity,0,4,evaluator_owned_score_after_commit
round_o_o5,fixed_grammar_menu,budget_reject,O5-X2,violet,none,none,none,-1,5,persistent_session_budget_reject
round_o_o5,blind_probe_grammar,base,O5-X2,violet,none,none,none,-1,1,public_trace_only;opaque_fresh_token
round_o_o5,blind_probe_grammar,probe,O5-X2,violet,probe_left,0,none,-1,2,allowed_aggregate_reply
round_o_o5,blind_probe_grammar,commit,O5-X2,violet,none,none,grammar_parity,-1,3,public_grammar_frozen_before_evaluator_test
round_o_o5,blind_probe_grammar,fresh_test,O5-X2,violet,none,none,grammar_parity,0,4,evaluator_owned_score_after_commit
round_o_o5,blind_probe_grammar,budget_reject,O5-X2,violet,none,none,none,-1,5,persistent_session_budget_reject
round_o_o5,no_probe_family_prior,base,O5-X2,violet,none,none,none,-1,1,public_trace_only;opaque_fresh_token
round_o_o5,no_probe_family_prior,probe,O5-X2,violet,inert_slot,0,none,-1,2,equal_cost_inert
round_o_o5,no_probe_family_prior,commit,O5-X2,violet,none,none,grammar_parity,-1,3,public_grammar_frozen_before_evaluator_test
round_o_o5,no_probe_family_prior,fresh_test,O5-X2,violet,none,none,grammar_parity,0,4,evaluator_owned_score_after_commit
round_o_o5,no_probe_family_prior,budget_reject,O5-X2,violet,none,none,none,-1,5,persistent_session_budget_reject
round_o_o5,active_closed_loop,base,O5-C8,amber,none,none,none,-1,1,public_trace_only;opaque_fresh_token
round_o_o5,active_closed_loop,probe,O5-C8,amber,probe_left,0,none,-1,2,allowed_aggregate_reply
round_o_o5,active_closed_loop,commit,O5-C8,amber,none,none,grammar_parity,-1,3,public_grammar_frozen_before_evaluator_test
round_o_o5,active_closed_loop,fresh_test,O5-C8,amber,none,none,grammar_parity,1,4,evaluator_owned_score_after_commit
round_o_o5,active_closed_loop,budget_reject,O5-C8,amber,none,none,none,-1,5,persistent_session_budget_reject
round_o_o5,fixed_grammar_menu,base,O5-C8,amber,none,none,none,-1,1,public_trace_only;opaque_fresh_token
round_o_o5,fixed_grammar_menu,probe,O5-C8,amber,probe_left,0,none,-1,2,allowed_aggregate_reply
round_o_o5,fixed_grammar_menu,commit,O5-C8,amber,none,none,grammar_parity,-1,3,public_grammar_frozen_before_evaluator_test
round_o_o5,fixed_grammar_menu,fresh_test,O5-C8,amber,none,none,grammar_parity,1,4,evaluator_owned_score_after_commit
round_o_o5,fixed_grammar_menu,budget_reject,O5-C8,amber,none,none,none,-1,5,persistent_session_budget_reject
round_o_o5,blind_probe_grammar,base,O5-C8,amber,none,none,none,-1,1,public_trace_only;opaque_fresh_token
round_o_o5,blind_probe_grammar,probe,O5-C8,amber,probe_right,0,none,-1,2,allowed_aggregate_reply
round_o_o5,blind_probe_grammar,commit,O5-C8,amber,none,none,grammar_cut,-1,3,public_grammar_frozen_before_evaluator_test
round_o_o5,blind_probe_grammar,fresh_test,O5-C8,amber,none,none,grammar_cut,0,4,evaluator_owned_score_after_commit
round_o_o5,blind_probe_grammar,budget_reject,O5-C8,amber,none,none,none,-1,5,persistent_session_budget_reject
round_o_o5,no_probe_family_prior,base,O5-C8,amber,none,none,none,-1,1,public_trace_only;opaque_fresh_token
round_o_o5,no_probe_family_prior,probe,O5-C8,amber,inert_slot,0,none,-1,2,equal_cost_inert
round_o_o5,no_probe_family_prior,commit,O5-C8,amber,none,none,grammar_parity,-1,3,public_grammar_frozen_before_evaluator_test
round_o_o5,no_probe_family_prior,fresh_test,O5-C8,amber,none,none,grammar_parity,1,4,evaluator_owned_score_after_commit
round_o_o5,no_probe_family_prior,budget_reject,O5-C8,amber,none,none,none,-1,5,persistent_session_budget_reject
round_o_o5,active_closed_loop,base,O5-M4,violet,none,none,none,-1,1,public_trace_only;opaque_fresh_token
round_o_o5,active_closed_loop,probe,O5-M4,violet,probe_right,0,none,-1,2,allowed_aggregate_reply
round_o_o5,active_closed_loop,commit,O5-M4,violet,none,none,grammar_parity,-1,3,public_grammar_frozen_before_evaluator_test
round_o_o5,active_closed_loop,fresh_test,O5-M4,violet,none,none,grammar_parity,1,4,evaluator_owned_score_after_commit
round_o_o5,active_closed_loop,budget_reject,O5-M4,violet,none,none,none,-1,5,persistent_session_budget_reject
round_o_o5,fixed_grammar_menu,base,O5-M4,violet,none,none,none,-1,1,public_trace_only;opaque_fresh_token
round_o_o5,fixed_grammar_menu,probe,O5-M4,violet,probe_left,0,none,-1,2,allowed_aggregate_reply
round_o_o5,fixed_grammar_menu,commit,O5-M4,violet,none,none,grammar_parity,-1,3,public_grammar_frozen_before_evaluator_test
round_o_o5,fixed_grammar_menu,fresh_test,O5-M4,violet,none,none,grammar_parity,1,4,evaluator_owned_score_after_commit
round_o_o5,fixed_grammar_menu,budget_reject,O5-M4,violet,none,none,none,-1,5,persistent_session_budget_reject
round_o_o5,blind_probe_grammar,base,O5-M4,violet,none,none,none,-1,1,public_trace_only;opaque_fresh_token
round_o_o5,blind_probe_grammar,probe,O5-M4,violet,probe_left,0,none,-1,2,allowed_aggregate_reply
round_o_o5,blind_probe_grammar,commit,O5-M4,violet,none,none,grammar_parity,-1,3,public_grammar_frozen_before_evaluator_test
round_o_o5,blind_probe_grammar,fresh_test,O5-M4,violet,none,none,grammar_parity,1,4,evaluator_owned_score_after_commit
round_o_o5,blind_probe_grammar,budget_reject,O5-M4,violet,none,none,none,-1,5,persistent_session_budget_reject
round_o_o5,no_probe_family_prior,base,O5-M4,violet,none,none,none,-1,1,public_trace_only;opaque_fresh_token
round_o_o5,no_probe_family_prior,probe,O5-M4,violet,inert_slot,0,none,-1,2,equal_cost_inert
round_o_o5,no_probe_family_prior,commit,O5-M4,violet,none,none,grammar_parity,-1,3,public_grammar_frozen_before_evaluator_test
round_o_o5,no_probe_family_prior,fresh_test,O5-M4,violet,none,none,grammar_parity,1,4,evaluator_owned_score_after_commit
round_o_o5,no_probe_family_prior,budget_reject,O5-M4,violet,none,none,none,-1,5,persistent_session_budget_reject
round_o_o5,active_closed_loop,base,O5-H0,amber,none,none,none,-1,1,public_trace_only;opaque_fresh_token
round_o_o5,active_closed_loop,probe,O5-H0,amber,probe_left,1,none,-1,2,allowed_aggregate_reply
round_o_o5,active_closed_loop,commit,O5-H0,amber,none,none,grammar_cut,-1,3,public_grammar_frozen_before_evaluator_test
round_o_o5,active_closed_loop,fresh_test,O5-H0,amber,none,none,grammar_cut,1,4,evaluator_owned_score_after_commit
round_o_o5,active_closed_loop,budget_reject,O5-H0,amber,none,none,none,-1,5,persistent_session_budget_reject
round_o_o5,fixed_grammar_menu,base,O5-H0,amber,none,none,none,-1,1,public_trace_only;opaque_fresh_token
round_o_o5,fixed_grammar_menu,probe,O5-H0,amber,probe_left,1,none,-1,2,allowed_aggregate_reply
round_o_o5,fixed_grammar_menu,commit,O5-H0,amber,none,none,grammar_parity,-1,3,public_grammar_frozen_before_evaluator_test
round_o_o5,fixed_grammar_menu,fresh_test,O5-H0,amber,none,none,grammar_parity,0,4,evaluator_owned_score_after_commit
round_o_o5,fixed_grammar_menu,budget_reject,O5-H0,amber,none,none,none,-1,5,persistent_session_budget_reject
round_o_o5,blind_probe_grammar,base,O5-H0,amber,none,none,none,-1,1,public_trace_only;opaque_fresh_token
round_o_o5,blind_probe_grammar,probe,O5-H0,amber,probe_right,0,none,-1,2,allowed_aggregate_reply
round_o_o5,blind_probe_grammar,commit,O5-H0,amber,none,none,grammar_cut,-1,3,public_grammar_frozen_before_evaluator_test
round_o_o5,blind_probe_grammar,fresh_test,O5-H0,amber,none,none,grammar_cut,1,4,evaluator_owned_score_after_commit
round_o_o5,blind_probe_grammar,budget_reject,O5-H0,amber,none,none,none,-1,5,persistent_session_budget_reject
round_o_o5,no_probe_family_prior,base,O5-H0,amber,none,none,none,-1,1,public_trace_only;opaque_fresh_token
round_o_o5,no_probe_family_prior,probe,O5-H0,amber,inert_slot,0,none,-1,2,equal_cost_inert
round_o_o5,no_probe_family_prior,commit,O5-H0,amber,none,none,grammar_parity,-1,3,public_grammar_frozen_before_evaluator_test
round_o_o5,no_probe_family_prior,fresh_test,O5-H0,amber,none,none,grammar_parity,0,4,evaluator_owned_score_after_commit
round_o_o5,no_probe_family_prior,budget_reject,O5-H0,amber,none,none,none,-1,5,persistent_session_budget_reject
round_o_o5,active_closed_loop,base,O5-W6,amber,none,none,none,-1,1,public_trace_only;opaque_fresh_token
round_o_o5,active_closed_loop,probe,O5-W6,amber,probe_left,1,none,-1,2,allowed_aggregate_reply
round_o_o5,active_closed_loop,commit,O5-W6,amber,none,none,grammar_cut,-1,3,public_grammar_frozen_before_evaluator_test
round_o_o5,active_closed_loop,fresh_test,O5-W6,amber,none,none,grammar_cut,1,4,evaluator_owned_score_after_commit
round_o_o5,active_closed_loop,budget_reject,O5-W6,amber,none,none,none,-1,5,persistent_session_budget_reject
round_o_o5,fixed_grammar_menu,base,O5-W6,amber,none,none,none,-1,1,public_trace_only;opaque_fresh_token
round_o_o5,fixed_grammar_menu,probe,O5-W6,amber,probe_left,1,none,-1,2,allowed_aggregate_reply
round_o_o5,fixed_grammar_menu,commit,O5-W6,amber,none,none,grammar_parity,-1,3,public_grammar_frozen_before_evaluator_test
round_o_o5,fixed_grammar_menu,fresh_test,O5-W6,amber,none,none,grammar_parity,0,4,evaluator_owned_score_after_commit
round_o_o5,fixed_grammar_menu,budget_reject,O5-W6,amber,none,none,none,-1,5,persistent_session_budget_reject
round_o_o5,blind_probe_grammar,base,O5-W6,amber,none,none,none,-1,1,public_trace_only;opaque_fresh_token
round_o_o5,blind_probe_grammar,probe,O5-W6,amber,probe_left,1,none,-1,2,allowed_aggregate_reply
round_o_o5,blind_probe_grammar,commit,O5-W6,amber,none,none,grammar_parity,-1,3,public_grammar_frozen_before_evaluator_test
round_o_o5,blind_probe_grammar,fresh_test,O5-W6,amber,none,none,grammar_parity,0,4,evaluator_owned_score_after_commit
round_o_o5,blind_probe_grammar,budget_reject,O5-W6,amber,none,none,none,-1,5,persistent_session_budget_reject
round_o_o5,no_probe_family_prior,base,O5-W6,amber,none,none,none,-1,1,public_trace_only;opaque_fresh_token
round_o_o5,no_probe_family_prior,probe,O5-W6,amber,inert_slot,0,none,-1,2,equal_cost_inert
round_o_o5,no_probe_family_prior,commit,O5-W6,amber,none,none,grammar_parity,-1,3,public_grammar_frozen_before_evaluator_test
round_o_o5,no_probe_family_prior,fresh_test,O5-W6,amber,none,none,grammar_parity,0,4,evaluator_owned_score_after_commit
round_o_o5,no_probe_family_prior,budget_reject,O5-W6,amber,none,none,none,-1,5,persistent_session_budget_reject
round_o_o5,active_closed_loop,base,O5-D3,violet,none,none,none,-1,1,public_trace_only;opaque_fresh_token
round_o_o5,active_closed_loop,probe,O5-D3,violet,probe_right,0,none,-1,2,allowed_aggregate_reply
round_o_o5,active_closed_loop,commit,O5-D3,violet,none,none,grammar_parity,-1,3,public_grammar_frozen_before_evaluator_test
round_o_o5,active_closed_loop,fresh_test,O5-D3,violet,none,none,grammar_parity,1,4,evaluator_owned_score_after_commit
round_o_o5,active_closed_loop,budget_reject,O5-D3,violet,none,none,none,-1,5,persistent_session_budget_reject
round_o_o5,fixed_grammar_menu,base,O5-D3,violet,none,none,none,-1,1,public_trace_only;opaque_fresh_token
round_o_o5,fixed_grammar_menu,probe,O5-D3,violet,probe_left,0,none,-1,2,allowed_aggregate_reply
round_o_o5,fixed_grammar_menu,commit,O5-D3,violet,none,none,grammar_parity,-1,3,public_grammar_frozen_before_evaluator_test
round_o_o5,fixed_grammar_menu,fresh_test,O5-D3,violet,none,none,grammar_parity,1,4,evaluator_owned_score_after_commit
round_o_o5,fixed_grammar_menu,budget_reject,O5-D3,violet,none,none,none,-1,5,persistent_session_budget_reject
round_o_o5,blind_probe_grammar,base,O5-D3,violet,none,none,none,-1,1,public_trace_only;opaque_fresh_token
round_o_o5,blind_probe_grammar,probe,O5-D3,violet,probe_right,0,none,-1,2,allowed_aggregate_reply
round_o_o5,blind_probe_grammar,commit,O5-D3,violet,none,none,grammar_cut,-1,3,public_grammar_frozen_before_evaluator_test
round_o_o5,blind_probe_grammar,fresh_test,O5-D3,violet,none,none,grammar_cut,0,4,evaluator_owned_score_after_commit
round_o_o5,blind_probe_grammar,budget_reject,O5-D3,violet,none,none,none,-1,5,persistent_session_budget_reject
round_o_o5,no_probe_family_prior,base,O5-D3,violet,none,none,none,-1,1,public_trace_only;opaque_fresh_token
round_o_o5,no_probe_family_prior,probe,O5-D3,violet,inert_slot,0,none,-1,2,equal_cost_inert
round_o_o5,no_probe_family_prior,commit,O5-D3,violet,none,none,grammar_parity,-1,3,public_grammar_frozen_before_evaluator_test
round_o_o5,no_probe_family_prior,fresh_test,O5-D3,violet,none,none,grammar_parity,1,4,evaluator_owned_score_after_commit
round_o_o5,no_probe_family_prior,budget_reject,O5-D3,violet,none,none,none,-1,5,persistent_session_budget_reject
round_o_o5,active_closed_loop,base,O5-P9,amber,none,none,none,-1,1,public_trace_only;opaque_fresh_token
round_o_o5,active_closed_loop,probe,O5-P9,amber,probe_left,0,none,-1,2,allowed_aggregate_reply
round_o_o5,active_closed_loop,commit,O5-P9,amber,none,none,grammar_parity,-1,3,public_grammar_frozen_before_evaluator_test
round_o_o5,active_closed_loop,fresh_test,O5-P9,amber,none,none,grammar_parity,1,4,evaluator_owned_score_after_commit
round_o_o5,active_closed_loop,budget_reject,O5-P9,amber,none,none,none,-1,5,persistent_session_budget_reject
round_o_o5,fixed_grammar_menu,base,O5-P9,amber,none,none,none,-1,1,public_trace_only;opaque_fresh_token
round_o_o5,fixed_grammar_menu,probe,O5-P9,amber,probe_left,0,none,-1,2,allowed_aggregate_reply
round_o_o5,fixed_grammar_menu,commit,O5-P9,amber,none,none,grammar_parity,-1,3,public_grammar_frozen_before_evaluator_test
round_o_o5,fixed_grammar_menu,fresh_test,O5-P9,amber,none,none,grammar_parity,1,4,evaluator_owned_score_after_commit
round_o_o5,fixed_grammar_menu,budget_reject,O5-P9,amber,none,none,none,-1,5,persistent_session_budget_reject
round_o_o5,blind_probe_grammar,base,O5-P9,amber,none,none,none,-1,1,public_trace_only;opaque_fresh_token
round_o_o5,blind_probe_grammar,probe,O5-P9,amber,probe_left,0,none,-1,2,allowed_aggregate_reply
round_o_o5,blind_probe_grammar,commit,O5-P9,amber,none,none,grammar_parity,-1,3,public_grammar_frozen_before_evaluator_test
round_o_o5,blind_probe_grammar,fresh_test,O5-P9,amber,none,none,grammar_parity,1,4,evaluator_owned_score_after_commit
round_o_o5,blind_probe_grammar,budget_reject,O5-P9,amber,none,none,none,-1,5,persistent_session_budget_reject
round_o_o5,no_probe_family_prior,base,O5-P9,amber,none,none,none,-1,1,public_trace_only;opaque_fresh_token
round_o_o5,no_probe_family_prior,probe,O5-P9,amber,inert_slot,0,none,-1,2,equal_cost_inert
round_o_o5,no_probe_family_prior,commit,O5-P9,amber,none,none,grammar_parity,-1,3,public_grammar_frozen_before_evaluator_test
round_o_o5,no_probe_family_prior,fresh_test,O5-P9,amber,none,none,grammar_parity,1,4,evaluator_owned_score_after_commit
round_o_o5,no_probe_family_prior,budget_reject,O5-P9,amber,none,none,none,-1,5,persistent_session_budget_reject
round_o_o5,active_closed_loop,base,O5-G1,violet,none,none,none,-1,1,public_trace_only;opaque_fresh_token
round_o_o5,active_closed_loop,probe,O5-G1,violet,probe_right,1,none,-1,2,allowed_aggregate_reply
round_o_o5,active_closed_loop,commit,O5-G1,violet,none,none,grammar_cut,-1,3,public_grammar_frozen_before_evaluator_test
round_o_o5,active_closed_loop,fresh_test,O5-G1,violet,none,none,grammar_cut,1,4,evaluator_owned_score_after_commit
round_o_o5,active_closed_loop,budget_reject,O5-G1,violet,none,none,none,-1,5,persistent_session_budget_reject
round_o_o5,fixed_grammar_menu,base,O5-G1,violet,none,none,none,-1,1,public_trace_only;opaque_fresh_token
round_o_o5,fixed_grammar_menu,probe,O5-G1,violet,probe_left,0,none,-1,2,allowed_aggregate_reply
round_o_o5,fixed_grammar_menu,commit,O5-G1,violet,none,none,grammar_parity,-1,3,public_grammar_frozen_before_evaluator_test
round_o_o5,fixed_grammar_menu,fresh_test,O5-G1,violet,none,none,grammar_parity,0,4,evaluator_owned_score_after_commit
round_o_o5,fixed_grammar_menu,budget_reject,O5-G1,violet,none,none,none,-1,5,persistent_session_budget_reject
round_o_o5,blind_probe_grammar,base,O5-G1,violet,none,none,none,-1,1,public_trace_only;opaque_fresh_token
round_o_o5,blind_probe_grammar,probe,O5-G1,violet,probe_right,1,none,-1,2,allowed_aggregate_reply
round_o_o5,blind_probe_grammar,commit,O5-G1,violet,none,none,grammar_cut,-1,3,public_grammar_frozen_before_evaluator_test
round_o_o5,blind_probe_grammar,fresh_test,O5-G1,violet,none,none,grammar_cut,1,4,evaluator_owned_score_after_commit
round_o_o5,blind_probe_grammar,budget_reject,O5-G1,violet,none,none,none,-1,5,persistent_session_budget_reject
round_o_o5,no_probe_family_prior,base,O5-G1,violet,none,none,none,-1,1,public_trace_only;opaque_fresh_token
round_o_o5,no_probe_family_prior,probe,O5-G1,violet,inert_slot,0,none,-1,2,equal_cost_inert
round_o_o5,no_probe_family_prior,commit,O5-G1,violet,none,none,grammar_parity,-1,3,public_grammar_frozen_before_evaluator_test
round_o_o5,no_probe_family_prior,fresh_test,O5-G1,violet,none,none,grammar_parity,0,4,evaluator_owned_score_after_commit
round_o_o5,no_probe_family_prior,budget_reject,O5-G1,violet,none,none,none,-1,5,persistent_session_budget_reject
round_o_o5,active_closed_loop,base,O5-Z5,violet,none,none,none,-1,1,public_trace_only;opaque_fresh_token
round_o_o5,active_closed_loop,probe,O5-Z5,violet,probe_right,1,none,-1,2,allowed_aggregate_reply
round_o_o5,active_closed_loop,commit,O5-Z5,violet,none,none,grammar_cut,-1,3,public_grammar_frozen_before_evaluator_test
round_o_o5,active_closed_loop,fresh_test,O5-Z5,violet,none,none,grammar_cut,1,4,evaluator_owned_score_after_commit
round_o_o5,active_closed_loop,budget_reject,O5-Z5,violet,none,none,none,-1,5,persistent_session_budget_reject
round_o_o5,fixed_grammar_menu,base,O5-Z5,violet,none,none,none,-1,1,public_trace_only;opaque_fresh_token
round_o_o5,fixed_grammar_menu,probe,O5-Z5,violet,probe_left,0,none,-1,2,allowed_aggregate_reply
round_o_o5,fixed_grammar_menu,commit,O5-Z5,violet,none,none,grammar_parity,-1,3,public_grammar_frozen_before_evaluator_test
round_o_o5,fixed_grammar_menu,fresh_test,O5-Z5,violet,none,none,grammar_parity,0,4,evaluator_owned_score_after_commit
round_o_o5,fixed_grammar_menu,budget_reject,O5-Z5,violet,none,none,none,-1,5,persistent_session_budget_reject
round_o_o5,blind_probe_grammar,base,O5-Z5,violet,none,none,none,-1,1,public_trace_only;opaque_fresh_token
round_o_o5,blind_probe_grammar,probe,O5-Z5,violet,probe_left,0,none,-1,2,allowed_aggregate_reply
round_o_o5,blind_probe_grammar,commit,O5-Z5,violet,none,none,grammar_parity,-1,3,public_grammar_frozen_before_evaluator_test
round_o_o5,blind_probe_grammar,fresh_test,O5-Z5,violet,none,none,grammar_parity,0,4,evaluator_owned_score_after_commit
round_o_o5,blind_probe_grammar,budget_reject,O5-Z5,violet,none,none,none,-1,5,persistent_session_budget_reject
round_o_o5,no_probe_family_prior,base,O5-Z5,violet,none,none,none,-1,1,public_trace_only;opaque_fresh_token
round_o_o5,no_probe_family_prior,probe,O5-Z5,violet,inert_slot,0,none,-1,2,equal_cost_inert
round_o_o5,no_probe_family_prior,commit,O5-Z5,violet,none,none,grammar_parity,-1,3,public_grammar_frozen_before_evaluator_test
round_o_o5,no_probe_family_prior,fresh_test,O5-Z5,violet,none,none,grammar_parity,0,4,evaluator_owned_score_after_commit
round_o_o5,no_probe_family_prior,budget_reject,O5-Z5,violet,none,none,none,-1,5,persistent_session_budget_reject
round_o_o5,active_closed_loop,base,O5-B7,amber,none,none,none,-1,1,public_trace_only;opaque_fresh_token
round_o_o5,active_closed_loop,probe,O5-B7,amber,probe_left,0,none,-1,2,allowed_aggregate_reply
round_o_o5,active_closed_loop,commit,O5-B7,amber,none,none,grammar_parity,-1,3,public_grammar_frozen_before_evaluator_test
round_o_o5,active_closed_loop,fresh_test,O5-B7,amber,none,none,grammar_parity,1,4,evaluator_owned_score_after_commit
round_o_o5,active_closed_loop,budget_reject,O5-B7,amber,none,none,none,-1,5,persistent_session_budget_reject
round_o_o5,fixed_grammar_menu,base,O5-B7,amber,none,none,none,-1,1,public_trace_only;opaque_fresh_token
round_o_o5,fixed_grammar_menu,probe,O5-B7,amber,probe_left,0,none,-1,2,allowed_aggregate_reply
round_o_o5,fixed_grammar_menu,commit,O5-B7,amber,none,none,grammar_parity,-1,3,public_grammar_frozen_before_evaluator_test
round_o_o5,fixed_grammar_menu,fresh_test,O5-B7,amber,none,none,grammar_parity,1,4,evaluator_owned_score_after_commit
round_o_o5,fixed_grammar_menu,budget_reject,O5-B7,amber,none,none,none,-1,5,persistent_session_budget_reject
round_o_o5,blind_probe_grammar,base,O5-B7,amber,none,none,none,-1,1,public_trace_only;opaque_fresh_token
round_o_o5,blind_probe_grammar,probe,O5-B7,amber,probe_right,0,none,-1,2,allowed_aggregate_reply
round_o_o5,blind_probe_grammar,commit,O5-B7,amber,none,none,grammar_cut,-1,3,public_grammar_frozen_before_evaluator_test
round_o_o5,blind_probe_grammar,fresh_test,O5-B7,amber,none,none,grammar_cut,0,4,evaluator_owned_score_after_commit
round_o_o5,blind_probe_grammar,budget_reject,O5-B7,amber,none,none,none,-1,5,persistent_session_budget_reject
round_o_o5,no_probe_family_prior,base,O5-B7,amber,none,none,none,-1,1,public_trace_only;opaque_fresh_token
round_o_o5,no_probe_family_prior,probe,O5-B7,amber,inert_slot,0,none,-1,2,equal_cost_inert
round_o_o5,no_probe_family_prior,commit,O5-B7,amber,none,none,grammar_parity,-1,3,public_grammar_frozen_before_evaluator_test
round_o_o5,no_probe_family_prior,fresh_test,O5-B7,amber,none,none,grammar_parity,1,4,evaluator_owned_score_after_commit
round_o_o5,no_probe_family_prior,budget_reject,O5-B7,amber,none,none,none,-1,5,persistent_session_budget_reject
round_o_o5,active_closed_loop,base,O5-K2,violet,none,none,none,-1,1,public_trace_only;opaque_fresh_token
round_o_o5,active_closed_loop,probe,O5-K2,violet,probe_right,0,none,-1,2,allowed_aggregate_reply
round_o_o5,active_closed_loop,commit,O5-K2,violet,none,none,grammar_parity,-1,3,public_grammar_frozen_before_evaluator_test
round_o_o5,active_closed_loop,fresh_test,O5-K2,violet,none,none,grammar_parity,1,4,evaluator_owned_score_after_commit
round_o_o5,active_closed_loop,budget_reject,O5-K2,violet,none,none,none,-1,5,persistent_session_budget_reject
round_o_o5,fixed_grammar_menu,base,O5-K2,violet,none,none,none,-1,1,public_trace_only;opaque_fresh_token
round_o_o5,fixed_grammar_menu,probe,O5-K2,violet,probe_left,0,none,-1,2,allowed_aggregate_reply
round_o_o5,fixed_grammar_menu,commit,O5-K2,violet,none,none,grammar_parity,-1,3,public_grammar_frozen_before_evaluator_test
round_o_o5,fixed_grammar_menu,fresh_test,O5-K2,violet,none,none,grammar_parity,1,4,evaluator_owned_score_after_commit
round_o_o5,fixed_grammar_menu,budget_reject,O5-K2,violet,none,none,none,-1,5,persistent_session_budget_reject
round_o_o5,blind_probe_grammar,base,O5-K2,violet,none,none,none,-1,1,public_trace_only;opaque_fresh_token
round_o_o5,blind_probe_grammar,probe,O5-K2,violet,probe_left,0,none,-1,2,allowed_aggregate_reply
round_o_o5,blind_probe_grammar,commit,O5-K2,violet,none,none,grammar_parity,-1,3,public_grammar_frozen_before_evaluator_test
round_o_o5,blind_probe_grammar,fresh_test,O5-K2,violet,none,none,grammar_parity,1,4,evaluator_owned_score_after_commit
round_o_o5,blind_probe_grammar,budget_reject,O5-K2,violet,none,none,none,-1,5,persistent_session_budget_reject
round_o_o5,no_probe_family_prior,base,O5-K2,violet,none,none,none,-1,1,public_trace_only;opaque_fresh_token
round_o_o5,no_probe_family_prior,probe,O5-K2,violet,inert_slot,0,none,-1,2,equal_cost_inert
round_o_o5,no_probe_family_prior,commit,O5-K2,violet,none,none,grammar_parity,-1,3,public_grammar_frozen_before_evaluator_test
round_o_o5,no_probe_family_prior,fresh_test,O5-K2,violet,none,none,grammar_parity,1,4,evaluator_owned_score_after_commit
round_o_o5,no_probe_family_prior,budget_reject,O5-K2,violet,none,none,none,-1,5,persistent_session_budget_reject
round_o_o5,active_closed_loop,base,O5-F8,amber,none,none,none,-1,1,public_trace_only;opaque_fresh_token
round_o_o5,active_closed_loop,probe,O5-F8,amber,probe_left,1,none,-1,2,allowed_aggregate_reply
round_o_o5,active_closed_loop,commit,O5-F8,amber,none,none,grammar_cut,-1,3,public_grammar_frozen_before_evaluator_test
round_o_o5,active_closed_loop,fresh_test,O5-F8,amber,none,none,grammar_cut,1,4,evaluator_owned_score_after_commit
round_o_o5,active_closed_loop,budget_reject,O5-F8,amber,none,none,none,-1,5,persistent_session_budget_reject
round_o_o5,fixed_grammar_menu,base,O5-F8,amber,none,none,none,-1,1,public_trace_only;opaque_fresh_token
round_o_o5,fixed_grammar_menu,probe,O5-F8,amber,probe_left,1,none,-1,2,allowed_aggregate_reply
round_o_o5,fixed_grammar_menu,commit,O5-F8,amber,none,none,grammar_parity,-1,3,public_grammar_frozen_before_evaluator_test
round_o_o5,fixed_grammar_menu,fresh_test,O5-F8,amber,none,none,grammar_parity,0,4,evaluator_owned_score_after_commit
round_o_o5,fixed_grammar_menu,budget_reject,O5-F8,amber,none,none,none,-1,5,persistent_session_budget_reject
round_o_o5,blind_probe_grammar,base,O5-F8,amber,none,none,none,-1,1,public_trace_only;opaque_fresh_token
round_o_o5,blind_probe_grammar,probe,O5-F8,amber,probe_right,0,none,-1,2,allowed_aggregate_reply
round_o_o5,blind_probe_grammar,commit,O5-F8,amber,none,none,grammar_cut,-1,3,public_grammar_frozen_before_evaluator_test
round_o_o5,blind_probe_grammar,fresh_test,O5-F8,amber,none,none,grammar_cut,1,4,evaluator_owned_score_after_commit
round_o_o5,blind_probe_grammar,budget_reject,O5-F8,amber,none,none,none,-1,5,persistent_session_budget_reject
round_o_o5,no_probe_family_prior,base,O5-F8,amber,none,none,none,-1,1,public_trace_only;opaque_fresh_token
round_o_o5,no_probe_family_prior,probe,O5-F8,amber,inert_slot,0,none,-1,2,equal_cost_inert
round_o_o5,no_probe_family_prior,commit,O5-F8,amber,none,none,grammar_parity,-1,3,public_grammar_frozen_before_evaluator_test
